ID,Item_Name,Brand,Model,Category,Year_of_Purchase,Condition,Quantity,Weight_kg,Recycle_Method,Location,Recycling_Facility,Collection_Date,End_Use,Recycled_Price_USD,Toxic_Components,E-Waste_Collector,Carbon_Footprint,Exported_To
5534,Refrigerator,Xiaomi,Xiaomi Model 698,Mobile,2023,Broken,1,5.7,Both,Berlin,Facility D,2024-10-14,E-Waste Disposal,134.95,Mercury,Green Electronics,2.07,India
9802,Laptop,Sony,Sony Model 844,Appliance,2014,Working,1,11.31,Manual,Mumbai,Facility A,2024-01-06,Parts for Electronics,154.52,Lead,E-Waste Inc.,7.39,India
444,Microwave,Dell,Dell Model 596,Mobile,2016,Working,4,12.37,Automated,Dhaka,Facility A,2024-07-14,Raw Materials,5.19,Mercury,E-Waste Inc.,16.1,Brazil
6822,Air Conditioner,Apple,Apple Model 111,Appliance,2012,Working,4,16.78,Automated,Dhaka,Facility A,2024-10-13,Parts for Electronics,44.99,Cadmium,Green Electronics,2.4,India
3542,Refrigerator,Xiaomi,Xiaomi Model 202,TV,2015,Partially Working,3,7.51,Manual,Shanghai,Facility D,2024-10-02,E-Waste Disposal,144.44,None,EcoWaste Solutions,15.22,Germany
7792,Air Conditioner,Xiaomi,Xiaomi Model 642,Laptop,2023,Broken,3,19.12,Manual,Dhaka,Facility D,2024-05-30,E-Waste Disposal,51.77,Cadmium,E-Waste Inc.,7.15,India
3119,TV,Dell,Dell Model 252,TV,2023,Partially Working,4,17.1,Manual,London,Facility B,2024-04-22,E-Waste Disposal,92.28,Mercury,E-Waste Inc.,6.98,Germany
3263,Air Conditioner,Samsung,Samsung Model 666,Mobile,2020,Working,1,17.94,Automated,Berlin,Facility D,2024-05-14,Parts for Electronics,5.35,Lead,EcoWaste Solutions,15.47,USA
1334,Headphone,Sony,Sony Model 510,Appliance,2023,Working,4,12.01,Manual,New York,Facility C,2024-10-16,Raw Materials,169.46,Cadmium,EcoWaste Solutions,15.36,USA
1894,Microwave,Apple,Apple Model 130,Mobile,2011,Partially Working,4,14.1,Manual,Dhaka,Facility B,2024-09-07,Parts for Electronics,176.21,Lead,EcoWaste Solutions,6.37,China
1685,Smartphone,HP,HP Model 344,Appliance,2014,Broken,4,16.19,Both,London,Facility C,2024-08-10,E-Waste Disposal,104.95,Cadmium,Green Electronics,9.83,Brazil
7695,TV,Sony,Sony Model 943,Appliance,2018,Partially Working,2,15.56,Automated,Berlin,Facility C,2024-11-01,Raw Materials,166.49,Lead,EcoWaste Solutions,5.85,China
264,Microwave,Sony,Sony Model 113,Mobile,2023,Working,5,15.85,Both,Berlin,Facility A,2024-07-01,Raw Materials,175.18,Mercury,Green Electronics,3.1,India
6742,TV,Dell,Dell Model 583,Laptop,2012,Working,3,18.91,Both,Dhaka,Facility A,2024-09-17,E-Waste Disposal,68.94,Lead,Green Electronics,13.67,Brazil
5599,Smartphone,LG,LG Model 563,Appliance,2013,Working,4,8.61,Manual,Berlin,Facility D,2023-12-13,E-Waste Disposal,72.65,Cadmium,EcoWaste Solutions,18.3,China
4826,Washing Machine,LG,LG Model 526,Laptop,2023,Working,1,11.1,Manual,Mumbai,Facility A,2024-11-01,E-Waste Disposal,144.87,Lead,E-Waste Inc.,5.49,China
6251,Microwave,Dell,Dell Model 864,Appliance,2012,Broken,5,7.68,Automated,Berlin,Facility B,2024-07-23,Raw Materials,150.83,Lead,EcoWaste Solutions,9.34,India
598,TV,LG,LG Model 596,Appliance,2012,Partially Working,1,16.1,Both,Dhaka,Facility D,2024-10-25,Raw Materials,55.72,None,Green Electronics,16.0,USA
3857,TV,Samsung,Samsung Model 682,Mobile,2022,Broken,5,14.54,Manual,Shanghai,Facility C,2024-01-28,E-Waste Disposal,7.14,Cadmium,E-Waste Inc.,17.98,India
181,Air Conditioner,Panasonic,Panasonic Model 684,TV,2022,Broken,2,15.78,Automated,Mumbai,Facility B,2024-03-14,E-Waste Disposal,187.71,Mercury,Green Electronics,11.05,Germany
4375,Washing Machine,Sony,Sony Model 571,TV,2020,Partially Working,2,18.85,Manual,Mumbai,Facility B,2024-03-19,Parts for Electronics,167.28,Cadmium,Green Electronics,2.14,Brazil
9287,Refrigerator,Xiaomi,Xiaomi Model 992,TV,2023,Broken,3,7.47,Manual,Mumbai,Facility C,2024-10-13,E-Waste Disposal,25.25,Mercury,Green Electronics,17.89,India
2329,Microwave,Apple,Apple Model 775,Mobile,2020,Working,3,8.09,Automated,London,Facility B,2024-04-27,Parts for Electronics,164.12,Mercury,Green Electronics,16.42,China
8283,Air Conditioner,Apple,Apple Model 236,Appliance,2012,Working,5,10.41,Manual,New York,Facility B,2024-01-24,E-Waste Disposal,9.88,Mercury,EcoWaste Solutions,10.12,Brazil
3018,TV,Apple,Apple Model 216,TV,2023,Working,1,11.19,Automated,London,Facility D,2024-05-29,Raw Materials,38.46,Cadmium,E-Waste Inc.,9.58,Brazil
899,Air Conditioner,Samsung,Samsung Model 658,Mobile,2015,Broken,5,18.18,Automated,Berlin,Facility B,2024-03-18,E-Waste Disposal,84.64,Mercury,Green Electronics,8.6,USA
5138,Microwave,Apple,Apple Model 938,Mobile,2015,Working,5,3.87,Manual,London,Facility A,2024-01-06,E-Waste Disposal,20.9,None,Green Electronics,18.18,India
182,Headphone,Sony,Sony Model 930,TV,2014,Broken,5,16.5,Manual,Shanghai,Facility A,2024-08-06,Raw Materials,25.73,None,E-Waste Inc.,14.62,China
6402,TV,Apple,Apple Model 286,TV,2014,Partially Working,4,7.88,Manual,Shanghai,Facility D,2024-03-24,Parts for Electronics,72.28,Mercury,Green Electronics,2.54,India
7452,Laptop,LG,LG Model 548,Laptop,2011,Working,1,7.85,Both,Berlin,Facility A,2024-07-11,Parts for Electronics,25.02,Mercury,EcoWaste Solutions,3.22,USA
2144,Refrigerator,LG,LG Model 991,TV,2019,Partially Working,4,9.29,Both,Berlin,Facility B,2023-11-27,Raw Materials,159.53,Lead,EcoWaste Solutions,17.28,China
3662,Smartphone,Sony,Sony Model 533,Laptop,2021,Working,4,7.57,Manual,Dhaka,Facility B,2024-08-26,E-Waste Disposal,89.91,Lead,E-Waste Inc.,9.35,Germany
9967,Air Conditioner,Apple,Apple Model 374,Appliance,2011,Partially Working,3,1.07,Both,New York,Facility A,2024-01-12,Parts for Electronics,32.13,Mercury,E-Waste Inc.,15.57,India
1216,Washing Machine,Samsung,Samsung Model 358,Appliance,2019,Working,5,17.37,Automated,New York,Facility D,2024-08-02,Raw Materials,191.71,Lead,EcoWaste Solutions,8.35,India
7020,Washing Machine,LG,LG Model 749,Laptop,2017,Broken,3,8.84,Automated,Dhaka,Facility C,2024-05-07,E-Waste Disposal,138.43,Lead,EcoWaste Solutions,11.14,Germany
4494,Laptop,Sony,Sony Model 617,Laptop,2018,Working,3,17.69,Manual,New York,Facility C,2024-02-29,Raw Materials,192.19,None,Green Electronics,9.33,Brazil
5314,TV,Xiaomi,Xiaomi Model 959,Laptop,2021,Working,4,14.65,Both,London,Facility C,2024-03-18,Parts for Electronics,130.14,Mercury,E-Waste Inc.,7.57,USA
5569,TV,Apple,Apple Model 456,Laptop,2018,Broken,2,4.92,Both,Mumbai,Facility D,2024-09-24,Raw Materials,184.46,None,EcoWaste Solutions,19.94,USA
8458,Refrigerator,Dell,Dell Model 339,Appliance,2017,Broken,4,3.08,Both,Dhaka,Facility D,2024-10-11,Parts for Electronics,20.1,None,E-Waste Inc.,9.81,China
9732,Headphone,Apple,Apple Model 630,Laptop,2015,Partially Working,2,8.33,Both,New York,Facility A,2024-08-29,E-Waste Disposal,102.93,Mercury,EcoWaste Solutions,13.1,Germany
6491,Headphone,Panasonic,Panasonic Model 387,Appliance,2022,Partially Working,3,3.62,Manual,Mumbai,Facility D,2023-12-01,Raw Materials,36.22,Lead,EcoWaste Solutions,16.23,China
7105,Refrigerator,LG,LG Model 392,Appliance,2023,Broken,5,11.58,Both,Berlin,Facility A,2024-09-16,E-Waste Disposal,180.79,None,Green Electronics,16.36,India
3927,Headphone,Apple,Apple Model 195,Mobile,2016,Broken,1,11.36,Manual,Mumbai,Facility A,2024-07-27,Parts for Electronics,161.07,Cadmium,Green Electronics,17.85,Germany
89,Refrigerator,LG,LG Model 112,TV,2022,Working,5,10.64,Manual,Berlin,Facility D,2024-01-05,E-Waste Disposal,10.18,Cadmium,EcoWaste Solutions,15.04,China
5989,Headphone,Xiaomi,Xiaomi Model 991,Appliance,2020,Partially Working,1,4.3,Automated,Berlin,Facility A,2024-05-13,Parts for Electronics,70.21,Cadmium,Green Electronics,5.63,USA
2513,Washing Machine,HP,HP Model 609,Mobile,2011,Working,4,18.22,Both,New York,Facility B,2024-06-24,E-Waste Disposal,7.83,Mercury,E-Waste Inc.,1.32,China
3411,Air Conditioner,Samsung,Samsung Model 208,Mobile,2015,Working,1,11.33,Manual,Shanghai,Facility B,2023-12-28,Raw Materials,48.38,Cadmium,Green Electronics,2.83,China
2009,Headphone,Xiaomi,Xiaomi Model 684,Appliance,2015,Partially Working,4,17.29,Manual,Mumbai,Facility A,2023-12-22,Raw Materials,70.5,Cadmium,EcoWaste Solutions,7.99,Brazil
5394,Smartphone,Xiaomi,Xiaomi Model 586,Appliance,2018,Broken,1,5.11,Manual,Shanghai,Facility A,2024-10-16,Parts for Electronics,125.78,None,EcoWaste Solutions,14.84,Germany
1520,Smartphone,Apple,Apple Model 486,Appliance,2012,Working,2,13.84,Automated,Dhaka,Facility B,2024-04-18,E-Waste Disposal,49.37,None,EcoWaste Solutions,18.04,USA
1851,Washing Machine,Samsung,Samsung Model 412,Laptop,2010,Working,4,0.9,Manual,New York,Facility D,2024-05-19,Parts for Electronics,46.08,Cadmium,Green Electronics,10.11,Brazil
6237,Washing Machine,Sony,Sony Model 588,Appliance,2018,Partially Working,5,19.65,Automated,Shanghai,Facility B,2024-05-07,Raw Materials,6.16,Mercury,Green Electronics,2.91,India
7389,Headphone,Samsung,Samsung Model 596,TV,2021,Partially Working,1,3.17,Manual,Dhaka,Facility B,2024-05-14,E-Waste Disposal,62.6,Mercury,EcoWaste Solutions,17.78,Brazil
2401,TV,Panasonic,Panasonic Model 853,Mobile,2014,Broken,2,14.87,Manual,Berlin,Facility B,2024-03-25,Raw Materials,179.88,None,EcoWaste Solutions,13.43,India
9783,Air Conditioner,Apple,Apple Model 502,Appliance,2014,Working,1,1.74,Both,New York,Facility B,2024-07-13,E-Waste Disposal,109.64,None,EcoWaste Solutions,18.16,USA
9696,Washing Machine,Dell,Dell Model 627,TV,2022,Broken,5,7.04,Automated,Berlin,Facility D,2024-08-18,E-Waste Disposal,103.51,Cadmium,E-Waste Inc.,19.92,China
1221,Microwave,Samsung,Samsung Model 593,TV,2014,Partially Working,4,8.34,Manual,Dhaka,Facility B,2024-03-05,Raw Materials,25.59,Mercury,Green Electronics,15.86,China
4328,Smartphone,Xiaomi,Xiaomi Model 205,TV,2017,Working,3,8.24,Both,Dhaka,Facility A,2023-12-20,Parts for Electronics,74.43,Lead,E-Waste Inc.,9.2,India
2567,Refrigerator,Apple,Apple Model 468,Appliance,2015,Broken,4,4.5,Both,Shanghai,Facility A,2024-02-06,E-Waste Disposal,94.05,None,EcoWaste Solutions,3.34,USA
4319,Refrigerator,Samsung,Samsung Model 579,TV,2013,Working,2,17.1,Automated,Mumbai,Facility D,2024-09-04,Raw Materials,37.98,Mercury,Green Electronics,17.33,China
1527,Microwave,Samsung,Samsung Model 999,Mobile,2014,Broken,5,17.86,Manual,Berlin,Facility B,2024-08-07,Raw Materials,91.57,None,Green Electronics,7.34,Brazil
7188,TV,Dell,Dell Model 985,Mobile,2013,Broken,1,9.84,Automated,New York,Facility A,2024-06-24,Raw Materials,99.65,Lead,E-Waste Inc.,6.02,USA
7489,Air Conditioner,Sony,Sony Model 532,Mobile,2020,Broken,4,1.12,Manual,New York,Facility B,2024-08-09,Raw Materials,21.71,Mercury,E-Waste Inc.,14.15,China
8650,Air Conditioner,Samsung,Samsung Model 170,Mobile,2015,Partially Working,2,10.99,Automated,New York,Facility D,2024-06-01,Parts for Electronics,67.99,Lead,EcoWaste Solutions,16.27,Germany
8059,Smartphone,Xiaomi,Xiaomi Model 697,TV,2020,Working,4,16.69,Manual,London,Facility D,2024-03-01,E-Waste Disposal,190.1,None,Green Electronics,17.86,India
3293,Smartphone,Sony,Sony Model 658,Laptop,2015,Working,3,18.39,Automated,Dhaka,Facility C,2024-06-30,E-Waste Disposal,149.36,Lead,E-Waste Inc.,2.38,USA
2341,Headphone,Samsung,Samsung Model 991,Appliance,2020,Broken,5,9.11,Automated,Mumbai,Facility D,2024-10-07,E-Waste Disposal,152.02,Mercury,EcoWaste Solutions,2.42,Brazil
7714,Refrigerator,LG,LG Model 485,Mobile,2020,Partially Working,2,5.53,Automated,Mumbai,Facility C,2024-05-14,Parts for Electronics,106.22,Cadmium,EcoWaste Solutions,13.06,Brazil
7118,Air Conditioner,Xiaomi,Xiaomi Model 512,Mobile,2018,Partially Working,4,3.74,Automated,Berlin,Facility B,2023-11-24,E-Waste Disposal,58.77,Lead,Green Electronics,1.46,USA
5540,Smartphone,Xiaomi,Xiaomi Model 508,Mobile,2021,Working,3,2.97,Automated,London,Facility D,2024-09-30,E-Waste Disposal,67.81,Lead,EcoWaste Solutions,4.98,China
1486,Laptop,Panasonic,Panasonic Model 607,Appliance,2011,Partially Working,3,16.89,Automated,Berlin,Facility B,2023-12-29,Parts for Electronics,7.55,Mercury,E-Waste Inc.,4.05,Brazil
4354,Laptop,LG,LG Model 611,Laptop,2014,Partially Working,2,8.4,Manual,Dhaka,Facility C,2024-09-19,E-Waste Disposal,73.44,Lead,Green Electronics,9.89,China
7939,Microwave,HP,HP Model 465,TV,2019,Partially Working,4,15.74,Both,Dhaka,Facility C,2023-12-09,E-Waste Disposal,164.94,Mercury,EcoWaste Solutions,12.2,Germany
9980,Refrigerator,LG,LG Model 612,Appliance,2019,Working,5,15.18,Both,New York,Facility D,2024-10-29,E-Waste Disposal,127.7,Cadmium,EcoWaste Solutions,9.85,Germany
3197,Washing Machine,Apple,Apple Model 818,Mobile,2018,Partially Working,1,2.78,Both,London,Facility D,2024-08-23,Raw Materials,41.27,Lead,E-Waste Inc.,12.07,USA
7141,Air Conditioner,Xiaomi,Xiaomi Model 929,Laptop,2019,Broken,5,1.13,Automated,Mumbai,Facility C,2024-01-01,E-Waste Disposal,136.69,None,EcoWaste Solutions,9.04,Germany
7430,Smartphone,Apple,Apple Model 578,Laptop,2020,Working,3,6.9,Manual,London,Facility A,2024-07-03,Raw Materials,38.0,Mercury,E-Waste Inc.,12.84,India
6232,Air Conditioner,HP,HP Model 772,Appliance,2017,Broken,1,6.85,Automated,Shanghai,Facility A,2024-10-12,Raw Materials,47.08,None,EcoWaste Solutions,18.84,USA
4881,Refrigerator,Apple,Apple Model 591,Appliance,2023,Broken,3,14.17,Manual,Shanghai,Facility D,2024-06-02,Parts for Electronics,197.76,Cadmium,E-Waste Inc.,17.56,China
4761,Washing Machine,Sony,Sony Model 324,TV,2015,Working,1,15.33,Automated,London,Facility C,2024-03-21,Parts for Electronics,175.69,None,Green Electronics,16.04,Brazil
3118,Microwave,Panasonic,Panasonic Model 288,Mobile,2023,Broken,4,4.91,Automated,London,Facility A,2024-02-01,Parts for Electronics,58.04,Cadmium,E-Waste Inc.,17.08,India
3281,Smartphone,Dell,Dell Model 774,TV,2010,Broken,5,11.26,Automated,Berlin,Facility C,2024-01-10,E-Waste Disposal,194.15,Cadmium,Green Electronics,2.43,Germany
8106,TV,HP,HP Model 203,Laptop,2021,Working,5,19.41,Manual,New York,Facility A,2024-11-19,Raw Materials,177.49,Lead,Green Electronics,18.7,Brazil
5664,Air Conditioner,HP,HP Model 531,Appliance,2018,Working,1,8.58,Manual,New York,Facility D,2024-08-12,Raw Materials,197.38,Lead,Green Electronics,5.55,India
6159,Laptop,Dell,Dell Model 383,Laptop,2019,Working,2,6.59,Automated,London,Facility D,2024-01-31,Parts for Electronics,175.54,Lead,E-Waste Inc.,17.08,USA
1873,Washing Machine,Xiaomi,Xiaomi Model 370,Appliance,2023,Broken,3,3.82,Manual,Berlin,Facility B,2024-09-29,Raw Materials,89.87,Cadmium,E-Waste Inc.,13.24,India
1768,TV,Sony,Sony Model 444,Mobile,2023,Working,1,17.15,Both,New York,Facility A,2024-08-04,Raw Materials,15.92,Mercury,Green Electronics,3.25,Germany
2602,Microwave,Panasonic,Panasonic Model 503,Mobile,2022,Broken,4,6.37,Automated,Shanghai,Facility C,2023-12-10,Raw Materials,54.14,Lead,Green Electronics,13.7,USA
3544,Air Conditioner,Apple,Apple Model 477,Appliance,2017,Broken,5,6.38,Automated,Shanghai,Facility C,2024-06-22,Parts for Electronics,61.45,Cadmium,EcoWaste Solutions,12.7,India
9913,Smartphone,Apple,Apple Model 729,Mobile,2023,Partially Working,4,5.52,Automated,Mumbai,Facility D,2024-09-29,E-Waste Disposal,151.94,None,E-Waste Inc.,15.69,USA
7587,Laptop,Panasonic,Panasonic Model 842,Laptop,2022,Working,5,17.49,Manual,New York,Facility C,2024-09-09,E-Waste Disposal,77.64,Cadmium,Green Electronics,4.67,India
9788,Refrigerator,Dell,Dell Model 542,Appliance,2013,Broken,1,16.65,Manual,Dhaka,Facility B,2024-10-18,Raw Materials,103.38,Mercury,EcoWaste Solutions,14.82,Brazil
5643,TV,HP,HP Model 867,TV,2022,Working,3,3.03,Both,Berlin,Facility C,2024-02-28,Parts for Electronics,186.63,Mercury,E-Waste Inc.,11.5,Germany
8531,Air Conditioner,Dell,Dell Model 594,Appliance,2011,Working,1,13.12,Manual,New York,Facility A,2024-02-14,Raw Materials,194.3,Lead,EcoWaste Solutions,11.58,India
1843,Headphone,Panasonic,Panasonic Model 446,Laptop,2021,Working,3,7.03,Both,Dhaka,Facility A,2024-05-12,Parts for Electronics,188.85,Cadmium,E-Waste Inc.,4.26,Brazil
7873,Washing Machine,Sony,Sony Model 956,Appliance,2022,Partially Working,4,6.06,Manual,London,Facility A,2024-10-11,E-Waste Disposal,141.73,Cadmium,Green Electronics,17.1,USA
6637,Headphone,Apple,Apple Model 467,Appliance,2014,Broken,1,11.6,Automated,Dhaka,Facility B,2024-08-29,Parts for Electronics,187.43,Cadmium,E-Waste Inc.,2.2,India
7822,Microwave,Samsung,Samsung Model 859,Appliance,2014,Broken,4,18.59,Automated,Berlin,Facility A,2024-03-01,Raw Materials,73.07,Lead,E-Waste Inc.,11.17,Brazil
4910,TV,LG,LG Model 900,Laptop,2018,Working,2,9.79,Automated,Berlin,Facility C,2024-08-21,Raw Materials,156.33,Lead,E-Waste Inc.,7.92,Brazil
5220,Smartphone,Dell,Dell Model 516,TV,2013,Partially Working,2,17.6,Both,London,Facility C,2024-03-06,E-Waste Disposal,108.38,Mercury,E-Waste Inc.,19.34,USA
9759,Laptop,Samsung,Samsung Model 238,Mobile,2014,Broken,3,2.79,Both,Shanghai,Facility C,2024-03-16,E-Waste Disposal,58.27,Lead,E-Waste Inc.,12.88,USA
5667,Washing Machine,Apple,Apple Model 667,Mobile,2017,Working,5,8.9,Both,Mumbai,Facility D,2023-12-22,Raw Materials,65.63,None,EcoWaste Solutions,1.62,Brazil
2036,Laptop,Xiaomi,Xiaomi Model 402,Appliance,2019,Working,5,19.85,Both,Mumbai,Facility A,2024-07-11,E-Waste Disposal,116.34,Cadmium,E-Waste Inc.,12.77,India
4301,Headphone,LG,LG Model 423,Appliance,2010,Working,3,11.92,Manual,Berlin,Facility B,2024-09-25,Parts for Electronics,138.85,Lead,EcoWaste Solutions,7.02,USA
191,Smartphone,Panasonic,Panasonic Model 680,TV,2012,Partially Working,3,8.79,Automated,Berlin,Facility A,2024-09-17,Parts for Electronics,89.81,Mercury,Green Electronics,17.4,USA
4630,TV,Dell,Dell Model 148,Laptop,2018,Partially Working,4,12.93,Manual,Berlin,Facility A,2024-06-25,Parts for Electronics,170.57,Cadmium,EcoWaste Solutions,14.2,China
169,Smartphone,Dell,Dell Model 236,Appliance,2012,Partially Working,5,1.72,Both,Berlin,Facility A,2024-09-14,Parts for Electronics,20.52,Cadmium,Green Electronics,13.68,Germany
2995,Headphone,HP,HP Model 532,TV,2018,Partially Working,1,0.61,Automated,London,Facility C,2024-04-25,E-Waste Disposal,100.4,Cadmium,Green Electronics,9.62,China
3238,Refrigerator,Panasonic,Panasonic Model 767,Laptop,2019,Partially Working,1,4.33,Automated,Mumbai,Facility D,2024-02-22,E-Waste Disposal,106.91,None,EcoWaste Solutions,7.91,China
6822,Air Conditioner,LG,LG Model 250,Appliance,2021,Broken,4,18.08,Automated,Dhaka,Facility B,2024-01-16,E-Waste Disposal,121.9,Cadmium,E-Waste Inc.,4.35,India
4398,Microwave,Xiaomi,Xiaomi Model 293,Laptop,2011,Partially Working,5,19.65,Manual,London,Facility D,2024-07-28,Raw Materials,73.89,None,Green Electronics,17.24,India
3747,Washing Machine,Apple,Apple Model 167,TV,2011,Working,3,12.91,Both,Shanghai,Facility B,2023-12-01,Raw Materials,149.26,Cadmium,EcoWaste Solutions,14.84,China
4516,Laptop,LG,LG Model 790,Mobile,2016,Working,5,2.15,Both,Shanghai,Facility D,2024-10-27,Parts for Electronics,51.06,Lead,E-Waste Inc.,15.33,India
8473,Smartphone,Dell,Dell Model 815,Appliance,2013,Working,1,10.28,Manual,New York,Facility D,2024-02-11,Parts for Electronics,126.73,Mercury,EcoWaste Solutions,17.31,USA
245,Washing Machine,Sony,Sony Model 264,Laptop,2021,Working,3,19.7,Manual,London,Facility B,2024-04-03,Raw Materials,173.77,Lead,Green Electronics,1.03,Germany
6075,Washing Machine,Sony,Sony Model 151,TV,2016,Working,5,4.39,Manual,London,Facility B,2024-06-29,E-Waste Disposal,62.07,None,Green Electronics,2.78,India
1180,Headphone,Panasonic,Panasonic Model 179,Mobile,2022,Working,1,1.08,Automated,London,Facility B,2024-02-04,Raw Materials,188.42,None,EcoWaste Solutions,18.68,India
470,Laptop,Xiaomi,Xiaomi Model 326,Laptop,2015,Working,1,8.56,Both,Mumbai,Facility C,2024-02-23,E-Waste Disposal,181.96,Mercury,EcoWaste Solutions,19.08,India
2855,Washing Machine,LG,LG Model 812,Appliance,2023,Broken,5,7.13,Both,Shanghai,Facility A,2023-12-08,Raw Materials,70.3,None,EcoWaste Solutions,16.87,Brazil
385,Washing Machine,Sony,Sony Model 122,TV,2010,Broken,2,7.07,Manual,New York,Facility B,2024-06-15,Raw Materials,139.15,Lead,EcoWaste Solutions,9.48,USA
554,Smartphone,Sony,Sony Model 476,Appliance,2022,Working,1,8.19,Manual,Mumbai,Facility C,2024-07-30,Parts for Electronics,60.69,Lead,EcoWaste Solutions,19.65,USA
3501,TV,HP,HP Model 740,Laptop,2022,Broken,3,16.7,Both,Berlin,Facility C,2024-11-17,Raw Materials,161.22,Mercury,E-Waste Inc.,16.4,China
5193,Microwave,HP,HP Model 658,Mobile,2023,Partially Working,2,13.54,Both,New York,Facility D,2024-01-18,Raw Materials,144.66,Lead,Green Electronics,11.18,China
1369,Microwave,Samsung,Samsung Model 295,Mobile,2022,Partially Working,1,5.94,Manual,Berlin,Facility B,2024-09-25,E-Waste Disposal,149.94,Mercury,E-Waste Inc.,2.87,Germany
4722,Air Conditioner,Apple,Apple Model 774,Mobile,2016,Partially Working,3,1.62,Automated,Dhaka,Facility A,2024-09-04,Raw Materials,19.22,Mercury,E-Waste Inc.,1.73,India
4547,Refrigerator,Xiaomi,Xiaomi Model 125,TV,2014,Broken,2,19.3,Automated,Mumbai,Facility A,2024-06-14,E-Waste Disposal,156.02,Lead,EcoWaste Solutions,6.25,Brazil
3412,Air Conditioner,Apple,Apple Model 397,Laptop,2018,Working,4,3.53,Manual,New York,Facility A,2024-11-02,Raw Materials,65.79,Cadmium,Green Electronics,11.65,China
2786,Headphone,Sony,Sony Model 374,Mobile,2015,Partially Working,3,1.43,Manual,Shanghai,Facility C,2024-02-23,E-Waste Disposal,40.3,Lead,E-Waste Inc.,9.57,China
3880,Air Conditioner,Panasonic,Panasonic Model 282,Appliance,2022,Partially Working,3,9.81,Both,Mumbai,Facility D,2024-04-15,Parts for Electronics,116.65,Mercury,E-Waste Inc.,6.31,India
4405,Smartphone,LG,LG Model 417,Appliance,2022,Partially Working,2,6.51,Both,New York,Facility D,2024-03-21,E-Waste Disposal,9.63,Mercury,EcoWaste Solutions,18.05,China
9574,Air Conditioner,Dell,Dell Model 722,TV,2022,Working,2,14.18,Both,Berlin,Facility D,2024-10-21,Raw Materials,172.56,Lead,E-Waste Inc.,8.52,Germany
9303,Smartphone,Samsung,Samsung Model 379,Laptop,2010,Partially Working,1,15.02,Automated,Berlin,Facility B,2024-03-02,Raw Materials,176.11,None,EcoWaste Solutions,18.31,India
702,Refrigerator,Xiaomi,Xiaomi Model 469,Laptop,2023,Partially Working,3,5.15,Both,Mumbai,Facility C,2023-11-30,E-Waste Disposal,15.96,Lead,EcoWaste Solutions,16.66,India
4734,Microwave,HP,HP Model 602,Appliance,2012,Broken,3,11.35,Manual,Mumbai,Facility C,2024-09-13,Parts for Electronics,82.01,None,Green Electronics,15.16,China
8095,Washing Machine,Sony,Sony Model 288,Mobile,2013,Partially Working,5,1.6,Automated,Berlin,Facility C,2024-06-06,E-Waste Disposal,168.32,Lead,EcoWaste Solutions,8.81,India
1849,Headphone,Dell,Dell Model 308,Laptop,2022,Partially Working,1,13.14,Both,Shanghai,Facility D,2024-04-14,E-Waste Disposal,21.51,None,E-Waste Inc.,14.02,India
139,Refrigerator,Samsung,Samsung Model 530,Laptop,2022,Working,4,15.47,Manual,New York,Facility C,2024-09-26,Parts for Electronics,73.81,Lead,E-Waste Inc.,15.88,China
8757,Headphone,HP,HP Model 509,TV,2011,Working,3,8.72,Both,Berlin,Facility C,2023-12-18,Raw Materials,60.98,Cadmium,Green Electronics,17.05,India
2898,Microwave,Apple,Apple Model 348,Mobile,2019,Working,4,14.11,Both,Berlin,Facility C,2024-05-17,Parts for Electronics,82.62,None,E-Waste Inc.,9.87,India
695,Air Conditioner,Dell,Dell Model 193,Mobile,2021,Broken,5,10.32,Automated,Mumbai,Facility A,2024-11-17,Parts for Electronics,27.52,Cadmium,Green Electronics,11.77,Brazil
6443,Air Conditioner,Panasonic,Panasonic Model 175,TV,2012,Broken,3,8.84,Automated,New York,Facility A,2024-04-02,E-Waste Disposal,156.98,Mercury,E-Waste Inc.,8.67,China
4643,Washing Machine,Dell,Dell Model 364,TV,2018,Working,5,4.14,Manual,Mumbai,Facility D,2024-07-21,E-Waste Disposal,108.09,Mercury,E-Waste Inc.,5.52,India
4349,Microwave,Panasonic,Panasonic Model 807,Appliance,2013,Working,4,5.66,Both,Mumbai,Facility A,2024-01-28,Parts for Electronics,91.34,Mercury,E-Waste Inc.,9.63,USA
5607,Smartphone,Samsung,Samsung Model 279,Mobile,2021,Partially Working,2,8.31,Automated,New York,Facility A,2024-07-24,Parts for Electronics,171.47,Lead,EcoWaste Solutions,14.08,Germany
7020,Washing Machine,Panasonic,Panasonic Model 119,Laptop,2023,Partially Working,1,16.54,Manual,New York,Facility D,2023-12-12,E-Waste Disposal,109.7,Cadmium,Green Electronics,4.78,India
5087,Smartphone,Samsung,Samsung Model 966,Mobile,2012,Broken,1,18.48,Manual,Mumbai,Facility B,2023-12-27,E-Waste Disposal,154.42,None,E-Waste Inc.,8.29,USA
5924,Laptop,Dell,Dell Model 441,Appliance,2017,Partially Working,3,13.31,Manual,Mumbai,Facility A,2023-12-10,E-Waste Disposal,189.46,Mercury,Green Electronics,6.34,USA
860,Microwave,Xiaomi,Xiaomi Model 612,TV,2015,Partially Working,5,18.85,Manual,New York,Facility B,2024-09-21,E-Waste Disposal,17.88,Cadmium,Green Electronics,2.96,Germany
